(1,>,1,2,List(0.001341441, 0.001131916, 0.001426996, 0.001348644, 0.00141291),0.0013323814,1.0580142065133156E-4)
(1,>,2,1,List(0.12906238, 0.129535738, 0.126135409, 0.139012448, 0.194275709),0.1436043368,0.025703038036903488)
(2,<,1,1,List(0.129126519, 0.116886615, 0.128599533, 0.12851874, 0.123636394),0.1253535602,0.004678199257607369)
(2,<,1,2,List(0.118464119, 0.189748043, 0.139706493, 0.12370387, 0.137390429),0.1418025908,0.025277955395778266)
(2,<,2,1,List(0.001240452, 0.001594597, 0.001352824, 0.00121292, 0.00151358),0.0013828745999999999,1.4965432026052571E-4)
(2,>,2,2,List(0.114026759, 0.11943148, 0.120684897, 0.1208501, 0.120469804),0.11909260800000002,0.0025806391276265634)
(4,<,1,1,List(0.069612696, 0.077376533, 0.077806653, 0.076946619, 0.081771377),0.07670277560000001,0.003941875260289885)
(1,<,1,2,List(0.192176927, 0.134140715, 0.124856404, 0.136358951, 0.168187964),0.15114419220000003,0.02519104954152868)
(4,>,1,2,List(0.001100304, 0.001063034, 0.00352702, 0.001263249, 0.001736246),0.0017379706,9.260906472011475E-4)
(4,>,2,1,List(0.093755101, 0.101603539, 0.09152711, 0.128856104, 0.093592338),0.10186683839999999,0.013926000201804605)
(8,<,1,1,List(0.079350571, 0.078964819, 0.078870489, 0.090080387, 0.083276546),0.0821085624,0.004310195624663437)
(1,<,2,1,List(0.00140084, 0.001431056, 0.001407638, 0.001811594, 0.002131985),0.0016366225999999997,2.9198763901480484E-4)
(8,<,1,2,List(0.089101657, 0.086849847, 0.100470036, 0.075331932, 0.082304104),0.0868115152,0.008293358733428076)
(8,<,2,1,List(0.001477125, 0.001028078, 0.001093789, 0.001264391, 0.00145967),0.0012646106,1.8348748068966448E-4)
(8,>,1,1,List(0.092716922, 0.125922021, 0.071183915, 0.081972293, 0.074349506),0.08922893139999999,0.019790035981766707)
(1,<,2,2,List(0.145531197, 0.165502286, 0.167336234, 0.132257079, 0.131850929),0.148495545,0.015451337678799967)
(8,>,1,2,List(0.00156742, 0.001136818, 0.001170936, 0.001142969, 0.001329889),0.0012696064,1.647619921566864E-4)
(1,>,1,1,List(0.115119491, 0.15786974, 0.127145511, 0.129942835, 0.131832632),0.1323820418,0.014009220216826598)
(8,>,2,1,List(0.076638061, 0.093409699, 0.099023215, 0.100619325, 0.099589617),0.0938559834,0.008966310811069215)
(16,<,1,2,List(0.058558499, 0.092350816, 0.074391029, 0.074622207, 0.06364045),0.0727126002,0.011616933598896456)
(1,>,2,2,List(0.123934039, 0.127774775, 0.126061516, 0.123283948, 0.128219938),0.1258548432,0.001980985415394008)
(16,<,2,2,List(0.071696401, 0.060281076, 0.05732723, 0.06159736, 0.063711162),0.0629226458,0.00485063891754546)
(16,>,1,1,List(0.067153489, 0.065491337, 0.101206413, 0.064327964, 0.066395665),0.0729149736,0.01417708536322819)
(2,<,2,2,List(0.132294968, 0.119844432, 0.145064163, 0.149436342, 0.117970765),0.13292213400000003,0.012768014691960733)
(2,>,1,1,List(0.121432765, 0.10988414, 0.119112574, 0.151308808, 0.150233995),0.1303944564,0.017083812553254526)
(16,>,1,2,List(0.001380892, 0.001083119, 9.81972E-4, 9.73729E-4, 0.001046893),0.0010933210000000002,1.494373221748838E-4)
(2,>,1,2,List(0.00115188, 0.001383507, 0.001427165, 0.001577551, 0.001469809),0.0014019824,1.4067799771620292E-4)
(16,>,2,2,List(0.056547658, 0.057752792, 0.057542451, 0.0588552, 0.059262689),0.057992157999999995,9.700724955929845E-4)
(32,<,1,2,List(0.077624532, 0.101065481, 0.082319314, 0.084765363, 0.084187459),0.0859924298,0.007943223253437999)
(32,<,2,1,List(0.001374906, 0.001166935, 0.001208921, 0.001309822, 0.001715224),0.0013551616,1.9437387611981194E-4)
(2,>,2,1,List(0.12670288, 0.11917692, 0.126079859, 0.134106585, 0.17696928),0.1366071048,0.02072720772960213)
(32,>,1,1,List(0.079892889, 0.078436843, 0.067464237, 0.064019521, 0.068932222),0.0717491424,0.006278350895171044)
(32,>,2,1,List(0.091894239, 0.079840032, 0.078754094, 0.083050996, 0.153332483),0.09737436879999999,0.028357252957422436)
(4,<,2,1,List(0.001491956, 0.001633135, 0.001409392, 0.001198071, 0.00132896),0.0014123027999999999,1.4694301754544176E-4)
(64,>,1,2,List(9.78223E-4, 0.001357738, 0.001131605, 9.87073E-4, 0.001115249),0.0011139776000000001,1.3730663728982659E-4)
(64,>,2,1,List(0.116257463, 0.140698993, 0.114236943, 0.120245477, 0.118967373),0.12208124979999999,0.009540820658877566)
(128,>,1,2,List(0.001355108, 0.001093274, 0.001239181, 9.73091E-4, 0.001225828),0.0011772964,1.3157628517419088E-4)
(4,<,2,2,List(0.098204682, 0.101974624, 0.101928251, 0.079662048, 0.073750374),0.0911039958,0.011981829256366433)
(256,<,1,1,List(0.171714751, 0.190510874, 0.180837325, 0.167161642, 0.168670102),0.17577893879999998,0.008762741271398384)
(512,<,1,1,List(0.218039547, 0.208377443, 0.20409235, 0.203220425, 0.20892109),0.208530171,0.005262927573669959)
(512,>,2,2,List(0.208340946, 0.246145811, 0.221138478, 0.317845833, 0.266423034),0.2519788204,0.038565563539331014)
(4,>,1,1,List(0.093259709, 0.097218056, 0.09950681, 0.095301395, 0.08983065),0.09502332399999999,0.003318735297777213)
(4,>,2,2,List(0.131887984, 0.089912222, 0.115270161, 0.084688515, 0.088160331),0.1019838426,0.01847552858867304)
(8,<,2,2,List(0.069462547, 0.084569847, 0.076509188, 0.074387876, 0.073479934),0.0756818784,0.00499766968543863)
(8,>,2,2,List(0.069371809, 0.076970602, 0.080975084, 0.065536045, 0.069675411),0.0725057902,0.005622698900186756)
(16,<,2,1,List(0.001199373, 0.001617459, 0.001283713, 0.001478808, 0.001078833),0.0013316372,1.9341864274821077E-4)
(16,>,2,1,List(0.061083597, 0.067080256, 0.067547272, 0.063700885, 0.085376475),0.068957697,0.008540794782872771)
(32,<,1,1,List(0.118326704, 0.079441609, 0.075917585, 0.06605842, 0.066647085),0.0812782806,0.019237526544109904)
(32,>,2,2,List(0.069820317, 0.066052562, 0.075082615, 0.068314609, 0.06897474),0.0696489686,0.002990756213873317)
(64,<,1,2,List(0.186903585, 0.188270595, 0.185249542, 0.173783751, 0.125790591),0.1719996128,0.023668082802481814)
(64,<,2,2,List(0.170891383, 0.148493732, 0.138716386, 0.143690742, 0.143925974),0.14914364340000003,0.011305507216121984)
(128,<,1,2,List(0.141981716, 0.194437848, 0.161513743, 0.232184714, 0.18893085),0.1838097742,0.030744155967452336)
(128,<,2,1,List(0.001195973, 0.001022734, 9.49218E-4, 0.001020354, 0.001539004),0.0011454566,2.1290962774059798E-4)
(128,>,1,1,List(0.101898186, 0.116857837, 0.12123575, 0.122717742, 0.118943907),0.11633068440000001,0.007486761724709305)
(128,>,2,1,List(0.301184367, 0.262438117, 0.145955954, 0.16040035, 0.15233276),0.2044623096,0.06449541146818948)
(256,<,2,1,List(0.001434158, 0.001206907, 0.001250691, 0.00143321, 0.001187935),0.0013025801999999999,1.0896442929580283E-4)
(256,<,2,2,List(0.182901065, 0.204460981, 0.199106153, 0.175787478, 0.198952576),0.19224165059999998,0.010949486596638709)
(256,>,2,2,List(0.180622008, 0.176640437, 0.194427436, 0.303371314, 0.301879621),0.23138816320000002,0.058465769497849235)
(512,<,1,2,List(0.293982954, 0.273527458, 0.276536071, 0.365174315, 0.2829481),0.2984337796,0.03409911929727004)
(512,<,2,2,List(0.20843379, 0.204328333, 0.208060223, 0.205674969, 0.242091754),0.2137178138,0.014267861968934533)
(512,>,1,2,List(0.001234104, 0.001370735, 9.72832E-4, 0.001012062, 0.001567672),0.001231481,2.2247109829728447E-4)
(1,<,1,1,List(0.126420918, 0.165854845, 0.160425563, 0.136163141, 0.165061317),0.15078515680000001,0.016317237281851103)
(4,<,1,2,List(0.077911228, 0.081696717, 0.078765531, 0.074537652, 0.098221299),0.0822264854,0.008316640277136834)
(16,<,1,1,List(0.062779314, 0.108721139, 0.059336513, 0.067536541, 0.076555063),0.07498571400000001,0.01783213743496138)
(32,<,2,2,List(0.065671224, 0.093100678, 0.098921437, 0.09077161, 0.073596196),0.084412229,0.01260682218311292)
(32,>,1,2,List(0.001407434, 0.001123067, 0.001206437, 0.001218469, 0.001621595),0.0013154004000000001,1.7915701057965886E-4)
(64,<,1,1,List(0.093335056, 0.094920475, 0.104416581, 0.101217075, 0.094812503),0.097740338,0.004303260981807539)
(64,<,2,1,List(0.001092876, 0.00102982, 0.001332859, 9.73021E-4, 0.001879526),0.0012616204000000001,3.3237869374952417E-4)
(64,>,1,1,List(0.121530276, 0.144957444, 0.133932674, 0.096905927, 0.16374992),0.1322152482,0.022452908164588836)
(64,>,2,2,List(0.098022653, 0.099742747, 0.093280466, 0.092256042, 0.090272772),0.094714936,0.0035792893174718936)
(128,<,1,1,List(0.120438681, 0.121878737, 0.119969964, 0.133610835, 0.116821308),0.12254390500000001,0.00577450681667604)
(128,<,2,2,List(0.145202436, 0.119383079, 0.127822497, 0.119106617, 0.137457469),0.1297944196,0.010223922062845303)
(128,>,2,2,List(0.114661098, 0.142119594, 0.137114391, 0.126273686, 0.187496475),0.1415330488,0.024849366241124278)
(256,<,1,2,List(0.223184058, 0.253463666, 0.233917849, 0.254393689, 0.275918791),0.2481756106,0.018243758137017497)
(256,>,1,1,List(0.191928251, 0.187775821, 0.18212367, 0.175830394, 0.18158867),0.1838493612,0.005533138652442225)
(256,>,1,2,List(0.001386434, 9.68239E-4, 0.001009334, 9.93167E-4, 0.002305979),0.0013326306,5.104584956842623E-4)
(256,>,2,1,List(0.301488389, 0.272976369, 0.269455199, 0.298232907, 0.214578324),0.2713462376,0.031177785849256328)
(512,<,2,1,List(0.00160132, 0.001655096, 0.001683392, 0.001129644, 0.001139367),0.0014417638,2.522758766718689E-4)
(512,>,1,1,List(0.205681306, 0.209614693, 0.274798608, 0.274119317, 0.212189585),0.2352807018,0.03205673363149666)
(512,>,2,1,List(0.278675287, 0.269495059, 0.269887558, 0.274550937, 0.316284668),0.28177870180000003,0.017577375527255426)
