(1,<,2,1,List(0.169152556, 0.146378982, 0.161308561, 0.16531336, 0.151883836),0.15880745899999998,0.008461759710146257)
(1,>,2,1,List(0.386263895, 0.363522306, 0.350236756, 0.285928254, 0.267683114),0.33072686500000004,0.045873671285643985)
(2,<,2,1,List(0.118414518, 0.12888855, 0.128676505, 0.146661156, 0.144858212),0.13349978819999997,0.010717540288320192)
(2,>,2,1,List(0.305762085, 0.264910857, 0.268572929, 0.258651982, 0.302229093),0.28002538920000003,0.01985856206644532)
(4,<,2,1,List(0.175514646, 0.176437382, 0.162094008, 0.148376593, 0.24987168),0.18245886180000004,0.0352286722048273)
(4,>,2,1,List(0.221832314, 0.247225605, 0.228199842, 0.246648169, 0.267291806),0.2422395472,0.01603421889912099)
(8,<,2,1,List(0.198945595, 0.171836304, 0.177286464, 0.19208829, 0.182287524),0.18448883540000002,0.009834186136543759)
(8,>,2,1,List(0.268220881, 0.331347444, 0.247957235, 0.326540987, 0.284400391),0.29169338759999996,0.03256930082965369)
(16,>,2,1,List(0.258433539, 0.23383268, 0.237085561, 0.266255703, 0.279583875),0.25503827160000003,0.017388629544588283)
(16,>,2,2,List(0.207751456, 0.235028997, 0.225228956, 0.227157171, 0.239208407),0.22687499740000003,0.010836047358208962)
(32,<,1,1,List(0.237174104, 0.216642651, 0.270487318, 0.23563115, 0.228009981),0.23758904079999996,0.017982278965505333)
(32,<,2,1,List(0.146394035, 0.151681709, 0.14171933, 0.132656834, 0.141195201),0.1427294218,0.006299269480077619)
(32,>,1,1,List(0.244177522, 0.259749003, 0.250575807, 0.238992757, 0.595605005),0.3178200188,0.1390650782853877)
(32,>,1,2,List(0.123270882, 0.160153042, 0.174676295, 0.183681828, 0.178758735),0.16410815639999998,0.021875920721314647)
(64,<,1,1,List(0.213565036, 0.242837419, 0.242191958, 0.252340928, 0.232706296),0.2367283274,0.013142605236934321)
(64,>,1,2,List(0.131949395, 0.159469508, 0.125449047, 0.162292983, 0.143829692),0.144598125,0.014570752074696255)
(64,>,2,1,List(0.376401457, 0.266816409, 0.356393695, 0.374023904, 0.331537413),0.3410345756,0.04043153963901045)
(64,>,2,2,List(0.247652012, 0.247273983, 0.24705487, 0.242771476, 0.255771108),0.24810468980000003,0.004224079782495899)
(128,<,2,1,List(0.148888499, 0.185651552, 0.184460098, 0.139615598, 0.177845865),0.1672923224,0.019224322517162617)
(128,<,2,2,List(0.255854423, 0.245924463, 0.299441121, 0.314948416, 0.397027353),0.30263915519999995,0.053807517479410205)
(128,>,1,1,List(0.281568562, 0.282712159, 0.268189905, 0.279412725, 0.274754594),0.27732758900000004,0.005318736886968673)
(128,>,2,1,List(0.298791964, 0.340406574, 0.331001002, 0.306553982, 0.294794486),0.31430960160000004,0.01811872658166507)
(128,>,2,2,List(0.273863021, 0.252254272, 0.306122861, 0.275771768, 0.282666338),0.278135652,0.01730606909250218)
(256,<,2,2,List(0.303530725, 0.478851884, 0.488522663, 0.357780185, 0.319758901),0.3896888716,0.07880323901584534)
(256,>,1,1,List(0.310761287, 0.289551104, 0.297016087, 0.290691639, 0.315377942),0.3006796118,0.01053286082671696)
(256,>,1,2,List(0.131765374, 0.135084033, 0.158369193, 0.143914307, 0.143043799),0.14243534119999998,0.009212330065914669)
(512,<,1,2,List(0.389372876, 0.413316193, 0.397486879, 0.384063666, 0.408401519),0.39852822660000004,0.011048024401199018)
(512,<,2,1,List(0.153291918, 0.138403902, 0.142296638, 0.135050474, 0.140985736),0.1420057336,0.006162009506044261)
(512,>,1,1,List(0.376752564, 0.387828429, 0.510362905, 0.461248577, 0.431231785),0.43348485200000003,0.048967738834303554)
(512,>,2,1,List(0.497661161, 0.410681959, 0.410083813, 0.423565582, 0.415401002),0.4314787034,0.033440913801633596)
(512,>,2,2,List(0.423126417, 0.418510021, 0.410387508, 0.348438121, 0.382176031),0.3965276196,0.02793344401193836)
(1,<,2,2,List(0.365761341, 0.354243978, 0.327295379, 0.374000666, 0.343062809),0.35287283459999996,0.016521632657553287)
(1,<,1,1,List(0.298281171, 0.267629679, 0.432861994, 0.342390661, 0.302250738),0.3286828486,0.05725662659804414)
(1,>,2,2,List(0.381969678, 0.328847259, 0.303339333, 0.340839229, 0.45170274),0.3613396478,0.051828844470629416)
(1,>,1,1,List(0.269012604, 0.276839876, 0.304505044, 0.348519579, 0.267811937),0.29333780800000003,0.03061111697015652)
(2,<,2,2,List(0.261743628, 0.262761164, 0.229900616, 0.295860729, 0.279724549),0.2659981372,0.021962689501659208)
(1,<,1,2,List(0.33384617, 0.347780844, 0.338482881, 0.330116094, 0.310604966),0.33216619100000006,0.012293328365556532)
(2,>,2,2,List(0.254338997, 0.243575875, 0.293027593, 0.253067119, 0.25026489),0.25885489479999996,0.017486575493401827)
(4,<,2,2,List(0.309810538, 0.294004911, 0.290965188, 0.273578918, 0.256298309),0.2849315728,0.018365399286399495)
(2,<,1,1,List(0.260014289, 0.299877638, 0.299339762, 0.252467448, 0.26976091),0.2762920094,0.01981267242480717)
(1,>,1,2,List(0.152928809, 0.152326175, 0.136783874, 0.14583289, 0.152345893),0.1480435282,0.006202968788178044)
(4,>,2,2,List(0.214808919, 0.214229324, 0.217258719, 0.246681182, 0.247020321),0.22799969299999998,0.01542576043088585)
(8,<,2,2,List(0.252104083, 0.250201723, 0.250490741, 0.254881251, 0.232088164),0.24795319240000002,0.008104592002408342)
(8,>,2,2,List(0.24095038, 0.237759626, 0.251652551, 0.251338401, 0.262649091),0.24887000979999999,0.008830172520562425)
(2,>,1,1,List(0.261659773, 0.272751196, 0.25962968, 0.272274872, 0.265111103),0.2662853248,0.00538060033880724)
(16,<,1,1,List(0.208186788, 0.218468299, 0.237038407, 0.215882629, 0.282427869),0.2324007984,0.026748824145571642)
(2,<,1,2,List(0.249568291, 0.313199763, 0.292027087, 0.299140675, 0.274727694),0.285732702,0.021921712006737343)
(16,<,1,2,List(0.193773624, 0.266402629, 0.23066351, 0.213018163, 0.21585906),0.22394339719999995,0.024260580151012245)
